EXCHANGE_ACCOUNT_ID,level,CREATED_AT,FIRST_VERIFIED_AT,STATE_CODE,COUNTRY_CODE,BIRTH_YEAR,OCCUPATION,BROWSER_COUNT,OS_COUNT,TOTAL_DEVICES,SESSION_COUNT,COUNT_BANKS
5381,level_d,10/10/17 0:00,6/9/17 0:00,NY,us,1989,Student,2,1,26,80,1
5383,level_b,5/10/17 0:00,10/5/15 0:00,TX,us,1973,Concert Promoter / Production Manager,3,3,19,454,3
5385,level_b,8/29/17 0:00,7/16/17 0:00,NJ,us,1962,Attorney,1,3,3,59,2
5387,level_b,12/17/17 0:00,12/17/17 0:00,CA,us,1993,Self Employed,1,2,10,495,3
5389,level_b,6/13/17 0:00,6/8/17 0:00,LA,us,1982,Self Employed,3,2,10,69,1
427,level_f,1/0/00,3/7/18 0:00,ON,ca,1987,Actuary,2,2,2,3,2
5393,level_d,2/1/18 0:00,12/29/17 0:00,FL,us,1947,Retired,5,3,5,17,1
5395,level_c,6/6/16 0:00,6/3/16 0:00,NY,us,1994,Software Engineer,1,1,3,285,1
5397,level_b,1/10/18 0:00,12/22/17 0:00,PA,us,1994,Trader,1,2,6,37,2
5399,level_b,12/4/17 0:00,12/1/17 0:00,NJ,us,1990,director,2,3,8,38,1
5401,level_d,1/23/18 0:00,1/3/18 0:00,CA,us,1995,internet marketing,2,1,12,148,4
7,level_d,1/0/00,6/28/17 0:00,NJ,us,1976,Business Analyst II,2,2,4,250,16
5405,level_b,10/8/15 0:00,10/8/15 0:00,CA,us,1987,Software Engineer,2,2,14,98,1
5407,level_b,3/10/17 0:00,3/7/17 0:00,IL,us,1977,Computers,4,3,33,228,7
5409,level_b,10/3/16 0:00,11/7/15 0:00,NY,us,1983,Software Engineer,3,2,10,76,1
5411,level_b,4/28/17 0:00,4/10/17 0:00,NJ,us,1988,manicurist,,,,86,
5413,level_d,5/3/18 0:00,2/7/18 0:00,TX,us,1955,Retired,1,1,7,97,9
5415,level_b,5/29/17 0:00,5/25/17 0:00,NY,us,1964,chef,3,2,5,109,3
5417,level_b,3/23/18 0:00,2/9/18 0:00,FL,us,1974,Information Technology,2,3,56,387,13
5419,level_b,11/29/17 0:00,11/1/17 0:00,CO,us,1974,Engineer,1,2,4,40,2
5421,level_b,11/28/17 0:00,11/25/17 0:00,WA,us,1972,roof,3,3,6,416,2
5423,level_b,1/28/18 0:00,12/24/17 0:00,NV,us,1977,Investor,3,2,10,49,3
5425,level_d,5/24/18 0:00,5/22/18 0:00,,sg,1989,Planning,3,2,4,12,2
5427,level_d,10/8/15 0:00,10/8/15 0:00,NY,us,1986,Developer,5,4,14,275,7
5429,level_b,6/14/17 0:00,6/11/17 0:00,GA,us,1977,Technologist,4,4,23,239,4
5431,level_d,10/12/15 0:00,10/12/15 0:00,NM,us,1986,IT,1,1,1,396,4
5433,level_b,12/10/17 0:00,12/8/17 0:00,TX,us,1984,Retired,3,1,7,35,2
5435,level_d,5/15/17 0:00,5/11/17 0:00,CA,us,1955,Retired/Investor,4,4,81,225,1
5437,level_b,10/17/17 0:00,10/15/17 0:00,CA,us,1983,Np,3,2,6,72,3
5439,level_d,12/7/16 0:00,12/7/16 0:00,VA,us,1974,IT Professionial,4,5,21,472,10
5441,level_b,8/23/17 0:00,8/19/17 0:00,IN,us,1979,Nail Salonist,5,6,47,537,6
5443,level_d,2/10/17 0:00,2/8/17 0:00,FL,us,1994,Self Employed,2,2,9,82,7
5445,level_b,12/28/17 0:00,12/22/17 0:00,CA,us,1993,Accountant,3,3,8,62,4
5447,level_b,12/14/16 0:00,12/13/16 0:00,CA,us,1993,Software Engineer,3,3,13,126,1
5449,level_d,12/7/17 0:00,12/5/17 0:00,,sg,1984,IT Support Analyst,4,5,14,166,5
5451,level_c,12/23/17 0:00,12/22/17 0:00,FL,us,1983,MANAGING PARTNER,2,2,4,162,3
5453,level_b,10/2/16 0:00,8/15/16 0:00,MA,us,1984,Finance,2,1,20,197,4
5455,level_b,8/30/17 0:00,8/30/17 0:00,CA,us,1978,Doctor,3,4,29,137,4
5457,level_b,10/9/17 0:00,6/7/17 0:00,NY,us,1964,Director?Transportation,3,2,5,93,2
5459,level_d,1/29/17 0:00,1/29/17 0:00,LA,us,1990,Student,2,2,5,129,4
5461,level_b,10/10/18 0:00,1/7/18 0:00,WA,us,1985,Chairman,4,3,5,46,6
5463,level_d,2/20/17 0:00,2/20/17 0:00,CO,us,1980,Screenprintin,5,4,19,328,1
5465,level_b,4/18/17 0:00,3/25/17 0:00,NV,us,1986,self employed,3,6,9,162,2
5467,level_b,6/9/17 0:00,6/1/17 0:00,CA,us,1988,Software Engineer,6,3,26,245,1
5469,level_b,10/24/16 0:00,10/20/16 0:00,MO,us,1979,Software Development,6,5,17,339,1
5471,level_b,1/14/18 0:00,1/5/18 0:00,FL,us,1970,Teacher,3,3,26,58,2
5473,level_d,11/1/17 0:00,10/31/17 0:00,PR,us,1968,Teacher,1,1,15,108,12
5475,level_d,8/23/17 0:00,8/17/17 0:00,,sg,1984,Trainer,3,2,11,147,4
5477,level_b,1/14/19 0:00,1/13/19 0:00,NY,us,1965,,1,1,2,13,4
5479,level_d,11/3/15 0:00,11/3/15 0:00,FL,us,1993,Marketing,2,2,6,50,1
5481,level_b,1/16/17 0:00,1/12/17 0:00,IL,us,1989,Engineer,3,4,12,389,3
5483,level_d,8/31/17 0:00,7/20/17 0:00,ON,ca,1981,Trader,2,3,7,69,2
5485,level_c,12/19/16 0:00,12/19/16 0:00,,sg,1977,Financial Services,4,4,16,111,
5487,level_b,10/20/17 0:00,10/19/17 0:00,NY,us,1980,Finance Manager,2,2,5,25,2
5489,level_c,10/9/15 0:00,10/9/15 0:00,NY,us,1987,Insurance,2,2,6,218,2
5491,level_c,6/28/17 0:00,6/22/17 0:00,MN,us,1951,WebDesign,5,2,6,161,5
5493,level_b,6/7/17 0:00,5/30/17 0:00,NY,us,1985,Software Engineer,1,1,2,13,1
5495,level_d,8/6/17 0:00,8/5/17 0:00,GA,us,1992,CPA,2,3,24,115,4
5497,level_b,1/15/18 0:00,1/7/18 0:00,IL,us,1980,Self Employed,3,3,10,193,1
5499,level_b,6/1/17 0:00,5/25/17 0:00,AR,us,1960,Retired,1,2,6,85,4
5501,level_b,7/27/18 0:00,7/27/18 0:00,CA,us,1980,self employed,3,2,9,85,2
5503,level_b,6/8/17 0:00,6/1/17 0:00,NV,us,1969,Computer Programmer,2,2,24,45,2
5505,level_b,10/21/16 0:00,10/19/16 0:00,IL,us,1975,RN,4,4,9,596,5
5507,level_a,1/0/00,12/19/17 0:00,,za,,,1,1,1,1,3
5509,level_b,10/23/17 0:00,10/22/17 0:00,WA,us,1980,Software Engineer,2,2,3,58,2
5511,level_c,11/8/15 0:00,11/7/15 0:00,CA,us,1972,ARGENTINE LAWYER ATTORNEY,1,1,2,105,10
5513,level_d,6/13/16 0:00,6/13/16 0:00,NY,us,1984,Computer programmer,6,3,14,97,2
5515,level_a,1/0/00,9/16/17 0:00,,,,,,,,1,4
5517,level_b,6/28/17 0:00,6/23/17 0:00,SC,us,1989,Engineer,3,5,21,165,2
5519,level_c,8/17/17 0:00,8/13/17 0:00,IL,us,1976,Engineer,5,4,20,350,1
5521,level_d,7/14/17 0:00,7/9/17 0:00,AL,us,1981,Self Employed,4,3,8,42,7
3013,level_c,2/14/18 0:00,2/14/18 0:00,,sg,1969,Businessman/Director,1,3,4,7,2
5525,level_b,3/14/17 0:00,2/10/17 0:00,CA,us,1988,Software Engineer,1,1,2,34,1
5527,level_b,10/11/17 0:00,10/11/17 0:00,CA,us,1970,Software Engineer,2,4,18,48,2
5529,level_c,1/5/18 0:00,1/5/18 0:00,São Paulo,br,1969,Fund Manager,1,1,5,30,3
5531,level_a,1/0/00,5/20/16 0:00,,,,,,,,1,5
5533,level_d,5/11/17 0:00,12/11/15 0:00,TX,us,1970,Oil Field Services,1,1,10,141,1
5535,level_d,10/9/15 0:00,10/9/15 0:00,CA,us,1968,Chief Technology Officer,1,1,1,27,1
5537,level_b,9/28/17 0:00,9/27/17 0:00,TX,us,1995,Student,4,2,20,55,1
5539,level_d,3/28/16 0:00,3/12/16 0:00,CO,us,1986,researcher,2,1,9,300,2
5541,level_d,6/13/17 0:00,6/8/17 0:00,FL,us,1952,artist,4,3,7,439,3
5543,level_b,4/5/17 0:00,1/24/16 0:00,NV,us,1991,Tutor,2,3,22,259,7
5545,level_d,12/11/17 0:00,12/10/17 0:00,CA,us,1993,Associate,2,6,10,59,4
5547,level_d,5/16/17 0:00,5/12/17 0:00,NY,us,1987,Customer Development,6,3,7,623,5
5549,level_b,10/24/17 0:00,8/12/17 0:00,FL,us,1973,Programmer,2,4,9,32,1
5551,level_c,10/24/17 0:00,10/4/17 0:00,,sg,1987,Manager,5,3,25,213,2
5553,level_b,4/21/18 0:00,12/9/17 0:00,OR,us,1981,Owner,5,3,6,19,1
5555,level_d,2/14/17 0:00,2/14/17 0:00,CA,us,1993,Financial Analyst,2,1,7,245,1
5557,level_b,11/20/17 0:00,11/20/17 0:00,PA,us,1974,Real Estate,1,3,8,406,3
5559,level_b,11/11/17 0:00,11/11/17 0:00,CA,us,1986,Database Administrator,3,1,15,169,1
5561,level_c,3/11/16 0:00,3/11/16 0:00,OH,us,1987,Adjunct Faculty (Instructor),3,3,13,594,3
5563,level_b,3/20/17 0:00,3/15/17 0:00,CA,us,1984,Network Analyst,2,3,3,26,3
1855,level_e,1/15/18 0:00,1/12/18 0:00,CA,us,,,1,1,2,72,4
5567,level_b,12/10/17 0:00,12/8/17 0:00,FL,us,1967,Manager,3,2,19,58,4
5569,level_d,4/25/17 0:00,11/16/15 0:00,ME,us,1979,Bartender,4,5,28,153,2
5571,level_c,11/27/17 0:00,11/24/17 0:00,,sg,1989,Sales,4,3,40,363,6
5573,level_d,10/7/15 0:00,10/7/15 0:00,NC,us,1968,enemployed,2,2,2,98,2
5575,level_d,10/7/15 0:00,10/7/15 0:00,CA,us,1992,Programmer,2,3,9,57,4
5577,level_b,4/26/17 0:00,12/25/16 0:00,TX,us,1984,Accountant,3,2,6,184,1
5579,level_d,5/12/17 0:00,10/21/15 0:00,Hong Kong,hk,1981,Financial Services,1,1,6,130,2
427,level_d,1/0/00,3/7/18 0:00,ON,ca,1986,IT,1,2,9,140,2
5583,level_d,5/31/17 0:00,5/25/17 0:00,OH,us,1988,Technician,8,8,29,453,4
5585,level_c,5/16/16 0:00,5/13/16 0:00,NY,us,1955,Engineer,1,1,11,132,9
5587,level_b,2/26/18 0:00,2/26/18 0:00,UT,us,1971,CEO,3,4,8,70,1
5589,level_d,5/6/17 0:00,4/27/17 0:00,MI,us,1974,Consultant,7,4,11,165,4
5591,level_c,10/24/15 0:00,10/9/15 0:00,OH,us,1978,Network Admin,3,3,18,314,7
5593,level_b,6/21/18 0:00,6/21/18 0:00,GA,us,1970,software engineer,1,1,1,4,1
5595,level_b,6/26/17 0:00,6/21/17 0:00,MA,us,1986,Resercher,2,4,6,54,1
5597,level_b,5/16/17 0:00,5/16/17 0:00,CA,us,1985,care giver,1,1,1,88,3
5599,level_d,2/24/17 0:00,2/23/17 0:00,CA,us,1984,Realtor,3,2,16,72,5
5601,level_d,6/26/17 0:00,6/21/17 0:00,IL,us,1990,Trader,1,1,8,78,4
5603,level_b,7/27/17 0:00,7/26/17 0:00,CA,us,1991,Self-Employed,4,4,9,45,3
3545,level_f,11/17/17 0:00,11/17/17 0:00,MA,us,1983,Carpenter,2,3,4,17,9
5607,level_b,5/6/17 0:00,3/18/17 0:00,FL,us,1988,Military,4,4,7,51,4
5609,level_b,10/6/15 0:00,10/6/15 0:00,OH,us,1970,IT Business Analyst,5,6,35,143,5
5611,level_d,8/28/17 0:00,8/25/17 0:00,OH,us,1965,Director Sales,2,1,2,132,4
5613,level_d,7/25/17 0:00,7/21/17 0:00,AR,us,1949,Retired,4,6,18,202,3
45,level_d,2/2/18 0:00,2/2/18 0:00,CA,us,1973,Director of Operations,2,1,4,29,2
5617,level_b,5/17/17 0:00,5/17/17 0:00,FL,us,1992,Influencer,3,3,4,65,2
5619,level_d,1/21/18 0:00,1/21/18 0:00,PA,us,1977,Trader,1,1,4,45,1
5621,level_b,5/12/17 0:00,5/7/17 0:00,CA,us,1976,Solutions Architect,3,3,7,786,7
5623,level_d,5/15/17 0:00,5/9/17 0:00,CA,us,1970,CTA,1,1,5,453,5
5625,level_d,6/24/17 0:00,4/28/17 0:00,WA,us,1989,COO,3,2,7,218,1
5627,level_d,1/9/17 0:00,12/23/16 0:00,NY,us,1998,Unemployed,8,6,21,347,11
5629,level_c,5/16/17 0:00,5/15/17 0:00,HK,hk,1988,Finance,2,2,7,164,3
5631,level_b,9/2/17 0:00,7/15/17 0:00,VT,us,1981,Web Architect,2,3,7,178,5
5633,level_b,5/25/17 0:00,10/14/15 0:00,TX,us,1985,Software Engineer,2,2,14,102,1
5635,level_d,9/7/18 0:00,9/7/18 0:00,KY,us,1969,CEO,1,1,2,14,
5637,level_a,1/0/00,1/10/18 0:00,,,,,1,1,1,1,8
5639,level_d,6/7/17 0:00,5/30/17 0:00,CA,us,1972,engineer,1,1,5,155,2
5641,level_d,10/11/15 0:00,10/11/15 0:00,PA,us,1989,Engineer,2,3,4,103,2
5643,level_c,1/0/00,1/8/18 0:00,TX,us,1965,Attorney,3,3,4,12,2
5645,level_b,5/16/17 0:00,5/12/17 0:00,TX,us,1988,architect,3,3,5,136,2
5647,level_c,10/24/17 0:00,9/30/17 0:00,Hong Kong,hk,1983,finance,4,4,38,314,5
5649,level_b,8/25/17 0:00,8/21/17 0:00,CA,us,1985,Advertising,2,3,11,259,2
5651,level_c,9/6/17 0:00,9/5/17 0:00,,sg,1987,Startup Manager,4,4,26,177,6
5653,level_b,12/15/17 0:00,12/14/17 0:00,CA,us,1983,owner,2,1,7,97,2
5655,level_d,12/1/17 0:00,12/1/17 0:00,,sg,1979,Lawyer,1,1,3,109,2
5657,level_b,1/12/17 0:00,1/11/17 0:00,MS,us,1977,Informatics Specialist,3,6,17,251,2
5659,level_d,10/25/15 0:00,10/17/15 0:00,NV,us,1983,PhD,1,3,5,164,14
5661,level_b,12/18/17 0:00,12/11/17 0:00,MS,us,1974,Investor,6,5,20,247,1
5663,level_b,6/13/17 0:00,6/6/17 0:00,MI,us,1997,entrepreneur,3,4,27,210,3
5665,level_c,2/12/17 0:00,2/1/17 0:00,PA,us,1970,sales,3,3,7,167,4
5667,level_b,6/26/17 0:00,6/22/17 0:00,NJ,us,1993,consultant,4,3,30,412,8
5669,level_d,5/26/17 0:00,5/24/17 0:00,CA,us,1987,Software engineer,2,2,6,280,3
5671,level_b,9/11/18 0:00,9/9/18 0:00,CA,us,1990,Actor,3,2,8,130,4
5673,level_b,11/22/17 0:00,11/19/17 0:00,NY,us,1982,Artist,3,1,32,103,2
5675,level_d,10/25/16 0:00,10/14/16 0:00,AR,us,1968,Self employed,2,2,5,271,9
5677,level_b,3/6/18 0:00,1/6/18 0:00,FL,us,1979,Self Employed,3,4,11,103,6
5679,level_b,6/12/17 0:00,6/6/17 0:00,CO,us,1983,Software Engineer,3,4,6,31,3
5681,level_d,7/12/17 0:00,7/7/17 0:00,CA,us,1954,Manager,2,2,8,309,4
5683,level_c,10/8/15 0:00,10/8/15 0:00,CA,us,1983,Consultant,4,5,14,492,14
5685,level_b,5/15/17 0:00,5/10/17 0:00,CA,us,1984,Sr. Software Engineer,3,2,4,259,1
5687,level_d,9/4/18 0:00,9/4/18 0:00,OH,us,1941,investment,4,3,34,83,2
5689,level_b,8/5/16 0:00,8/5/16 0:00,NJ,us,1969,Software Consultant,2,1,37,382,2
5691,level_d,7/20/17 0:00,7/18/17 0:00,ID,us,1985,Self Employed,2,1,4,59,4
5693,level_a,1/0/00,1/23/18 0:00,,,,,1,1,1,1,4
5695,level_d,1/13/17 0:00,10/5/15 0:00,NE,us,1977,Engineer,5,5,13,267,2
5697,level_b,2/20/18 0:00,2/13/18 0:00,IL,us,1993,Trader,2,2,4,211,3
5699,level_b,8/24/17 0:00,8/20/17 0:00,NY,us,1975,Attorney,3,4,4,50,5
5701,level_b,1/0/00,12/18/17 0:00,CA,us,1977,Engineer,4,2,13,137,2
5703,level_b,5/2/17 0:00,4/21/17 0:00,FL,us,1971,Skydiving instructor,5,4,12,168,1
5705,level_c,2/15/18 0:00,1/6/18 0:00,,hk,1981,Business Development Manager,4,2,8,12,
5707,level_d,2/22/17 0:00,2/21/17 0:00,NJ,us,1996,Entrepreneur,4,4,21,362,6
5709,level_b,12/9/17 0:00,12/7/17 0:00,NY,us,1992,Analyst,6,5,19,86,8
5711,level_b,4/24/17 0:00,4/4/17 0:00,CA,us,1987,Managing Director,3,2,11,41,3
5713,level_d,1/15/18 0:00,12/12/17 0:00,GA,us,1995,Business Developer,6,4,18,179,5
5715,level_b,11/28/17 0:00,11/20/17 0:00,CA,us,1993,Sales,1,1,2,30,4
5717,level_b,1/23/18 0:00,4/7/16 0:00,NJ,us,1978,Software Engineer,1,2,5,25,3
5719,level_b,3/13/17 0:00,3/10/17 0:00,GA,us,1987,Software Developer,3,3,6,54,1
5721,level_b,10/2/17 0:00,9/30/17 0:00,CA,us,1975,retired,1,1,1,71,1
5723,level_d,7/18/17 0:00,7/11/17 0:00,CA,us,1956,Business Owner,2,2,4,140,3
3743,level_e,2/22/18 0:00,2/20/18 0:00,MD,us,,,1,1,1,2,6
5727,level_d,3/3/17 0:00,3/2/17 0:00,FL,us,1994,Self Employed,3,4,10,147,4
5729,level_d,10/5/15 0:00,10/5/15 0:00,CA,us,1984,Credit Analyst,5,6,14,261,3
5731,level_c,2/23/17 0:00,2/22/17 0:00,CA,us,1996,Programmer,,,,44,4
5733,level_c,9/21/17 0:00,4/21/17 0:00,NY,us,1961,self,3,3,17,125,3
5735,level_b,5/10/17 0:00,5/3/17 0:00,ID,us,1974,Self,1,1,1,89,8
5737,level_b,5/10/17 0:00,5/4/17 0:00,FL,us,1988,Self Employed,2,2,6,116,1
5739,level_b,7/5/17 0:00,6/27/17 0:00,CA,us,1979,Retired,2,3,11,49,1
