EXCHANGE_ACCOUNT_ID,level,CREATED_AT,FIRST_VERIFIED_AT,STATE_CODE,COUNTRY_CODE,BIRTH_YEAR,OCCUPATION,BROWSER_COUNT,OS_COUNT,TOTAL_DEVICES,SESSION_COUNT,COUNT_BANKS,OCCUPATION_GROUP,dummy,age,days_to_verify,days_since_creation
5381,level_d,2017-10-10,2017-06-09,NY,US,1989.0,STUDENT,2.0,1.0,26.0,80,1.0,STUDENT,1,32.0,123.0,1235.0
5383,level_b,2017-05-10,2015-10-05,TX,US,1973.0,CONCERT PROMOTER  PRODUCTION MANAGER,3.0,3.0,19.0,454,3.0,MANAGER,1,48.0,583.0,1388.0
5385,level_b,2017-08-29,2017-07-16,NJ,US,1962.0,ATTORNEY,1.0,3.0,3.0,59,2.0,LAW,1,59.0,44.0,1277.0
5387,level_b,2017-12-17,2017-12-17,CA,US,1993.0,SELF EMPLOYED,1.0,2.0,10.0,495,3.0,SELF,1,28.0,0.0,1167.0
5389,level_b,2017-06-13,2017-06-08,LA,US,1982.0,SELF EMPLOYED,3.0,2.0,10.0,69,1.0,SELF,1,39.0,5.0,1354.0
427,level_f,,2018-03-07,ON,CA,1987.0,ACTUARY,2.0,2.0,2.0,3,2.0,OTHER,1,34.0,,
5393,level_d,2018-02-01,2017-12-29,FL,US,1947.0,RETIRED,5.0,3.0,5.0,17,1.0,RETIRED,1,74.0,34.0,1121.0
5395,level_c,2016-06-06,2016-06-03,NY,US,1994.0,SOFTWARE ENGINEER,1.0,1.0,3.0,285,1.0,TECH,1,27.0,3.0,1726.0
5397,level_b,2018-01-10,2017-12-22,PA,US,1994.0,TRADER,1.0,2.0,6.0,37,2.0,TRADER,1,27.0,19.0,1143.0
5399,level_b,2017-12-04,2017-12-01,NJ,US,1990.0,DIRECTOR,2.0,3.0,8.0,38,1.0,EXECUTIVE,1,31.0,3.0,1180.0
5401,level_d,2018-01-23,2018-01-03,CA,US,1995.0,INTERNET MARKETING,2.0,1.0,12.0,148,4.0,MEDICINE,1,26.0,20.0,1130.0
7,level_d,,2017-06-28,NJ,US,1976.0,BUSINESS ANALYST II,2.0,2.0,4.0,250,16.0,BUSINESS,1,45.0,,
5405,level_b,2015-10-08,2015-10-08,CA,US,1987.0,SOFTWARE ENGINEER,2.0,2.0,14.0,98,1.0,TECH,1,34.0,0.0,1968.0
5407,level_b,2017-03-10,2017-03-07,IL,US,1977.0,COMPUTERS,4.0,3.0,33.0,228,7.0,TECH,1,44.0,3.0,1449.0
5409,level_b,2016-10-03,2015-11-07,NY,US,1983.0,SOFTWARE ENGINEER,3.0,2.0,10.0,76,1.0,TECH,1,38.0,331.0,1607.0
5411,level_b,2017-04-28,2017-04-10,NJ,US,1988.0,MANICURIST,,,,86,,OTHER,1,33.0,18.0,1400.0
5413,level_d,2018-05-03,2018-02-07,TX,US,1955.0,RETIRED,1.0,1.0,7.0,97,9.0,RETIRED,1,66.0,85.0,1030.0
5415,level_b,2017-05-29,2017-05-25,NY,US,1964.0,CHEF,3.0,2.0,5.0,109,3.0,OTHER,1,57.0,4.0,1369.0
5417,level_b,2018-03-23,2018-02-09,FL,US,1974.0,INFORMATION TECHNOLOGY,2.0,3.0,56.0,387,13.0,TECH,1,47.0,42.0,1071.0
5419,level_b,2017-11-29,2017-11-01,CO,US,1974.0,ENGINEER,1.0,2.0,4.0,40,2.0,TECH,1,47.0,28.0,1185.0
5421,level_b,2017-11-28,2017-11-25,WA,US,1972.0,ROOF,3.0,3.0,6.0,416,2.0,OTHER,1,49.0,3.0,1186.0
5423,level_b,2018-01-28,2017-12-24,NV,US,1977.0,INVESTOR,3.0,2.0,10.0,49,3.0,INVESTOR,1,44.0,35.0,1125.0
5425,level_d,2018-05-24,2018-05-22,NON US,SG,1989.0,PLANNING,3.0,2.0,4.0,12,2.0,OTHER,1,32.0,2.0,1009.0
5427,level_d,2015-10-08,2015-10-08,NY,US,1986.0,DEVELOPER,5.0,4.0,14.0,275,7.0,TECH,1,35.0,0.0,1968.0
5429,level_b,2017-06-14,2017-06-11,GA,US,1977.0,TECHNOLOGIST,4.0,4.0,23.0,239,4.0,TECH,1,44.0,3.0,1353.0
5431,level_d,2015-10-12,2015-10-12,NM,US,1986.0,IT,1.0,1.0,1.0,396,4.0,TECH,1,35.0,0.0,1964.0
5433,level_b,2017-12-10,2017-12-08,TX,US,1984.0,RETIRED,3.0,1.0,7.0,35,2.0,RETIRED,1,37.0,2.0,1174.0
5435,level_d,2017-05-15,2017-05-11,CA,US,1955.0,RETIREDINVESTOR,4.0,4.0,81.0,225,1.0,RETIRED,1,66.0,4.0,1383.0
5437,level_b,2017-10-17,2017-10-15,CA,US,1983.0,NP,3.0,2.0,6.0,72,3.0,OTHER,1,38.0,2.0,1228.0
5439,level_d,2016-12-07,2016-12-07,VA,US,1974.0,IT PROFESSIONIAL,4.0,5.0,21.0,472,10.0,TECH,1,47.0,0.0,1542.0
5441,level_b,2017-08-23,2017-08-19,IN,US,1979.0,NAIL SALONIST,5.0,6.0,47.0,537,6.0,OTHER,1,42.0,4.0,1283.0
5443,level_d,2017-02-10,2017-02-08,FL,US,1994.0,SELF EMPLOYED,2.0,2.0,9.0,82,7.0,SELF,1,27.0,2.0,1477.0
5445,level_b,2017-12-28,2017-12-22,CA,US,1993.0,ACCOUNTANT,3.0,3.0,8.0,62,4.0,FINANCE,1,28.0,6.0,1156.0
5447,level_b,2016-12-14,2016-12-13,CA,US,1993.0,SOFTWARE ENGINEER,3.0,3.0,13.0,126,1.0,TECH,1,28.0,1.0,1535.0
5449,level_d,2017-12-07,2017-12-05,NON US,SG,1984.0,IT SUPPORT ANALYST,4.0,5.0,14.0,166,5.0,TECH,1,37.0,2.0,1177.0
5451,level_c,2017-12-23,2017-12-22,FL,US,1983.0,MANAGING PARTNER,2.0,2.0,4.0,162,3.0,OTHER,1,38.0,1.0,1161.0
5453,level_b,2016-10-02,2016-08-15,MA,US,1984.0,FINANCE,2.0,1.0,20.0,197,4.0,FINANCE,1,37.0,48.0,1608.0
5455,level_b,2017-08-30,2017-08-30,CA,US,1978.0,DOCTOR,3.0,4.0,29.0,137,4.0,MEDICINE,1,43.0,0.0,1276.0
5457,level_b,2017-10-09,2017-06-07,NY,US,1964.0,DIRECTORTRANSPORTATION,3.0,2.0,5.0,93,2.0,EXECUTIVE,1,57.0,124.0,1236.0
5459,level_d,2017-01-29,2017-01-29,LA,US,1990.0,STUDENT,2.0,2.0,5.0,129,4.0,STUDENT,1,31.0,0.0,1489.0
5461,level_b,2018-10-10,2018-01-07,WA,US,1985.0,CHAIRMAN,4.0,3.0,5.0,46,6.0,OTHER,1,36.0,276.0,870.0
5463,level_d,2017-02-20,2017-02-20,CO,US,1980.0,SCREENPRINTIN,5.0,4.0,19.0,328,1.0,OTHER,1,41.0,0.0,1467.0
5465,level_b,2017-04-18,2017-03-25,NV,US,1986.0,SELF EMPLOYED,3.0,6.0,9.0,162,2.0,SELF,1,35.0,24.0,1410.0
5467,level_b,2017-06-09,2017-06-01,CA,US,1988.0,SOFTWARE ENGINEER,6.0,3.0,26.0,245,1.0,TECH,1,33.0,8.0,1358.0
5469,level_b,2016-10-24,2016-10-20,MO,US,1979.0,SOFTWARE DEVELOPMENT,6.0,5.0,17.0,339,1.0,TECH,1,42.0,4.0,1586.0
5471,level_b,2018-01-14,2018-01-05,FL,US,1970.0,TEACHER,3.0,3.0,26.0,58,2.0,TEACHER,1,51.0,9.0,1139.0
5473,level_d,2017-11-01,2017-10-31,PR,US,1968.0,TEACHER,1.0,1.0,15.0,108,12.0,TEACHER,1,53.0,1.0,1213.0
5475,level_d,2017-08-23,2017-08-17,NON US,SG,1984.0,TRAINER,3.0,2.0,11.0,147,4.0,OTHER,1,37.0,6.0,1283.0
5477,level_b,2019-01-14,2019-01-13,NY,US,1965.0,NAN,1.0,1.0,2.0,13,4.0,MISSING,1,56.0,1.0,774.0
5479,level_d,2015-11-03,2015-11-03,FL,US,1993.0,MARKETING,2.0,2.0,6.0,50,1.0,MARKETING,1,28.0,0.0,1942.0
5481,level_b,2017-01-16,2017-01-12,IL,US,1989.0,ENGINEER,3.0,4.0,12.0,389,3.0,TECH,1,32.0,4.0,1502.0
5483,level_d,2017-08-31,2017-07-20,ON,CA,1981.0,TRADER,2.0,3.0,7.0,69,2.0,TRADER,1,40.0,42.0,1275.0
5485,level_c,2016-12-19,2016-12-19,NON US,SG,1977.0,FINANCIAL SERVICES,4.0,4.0,16.0,111,,FINANCE,1,44.0,0.0,1530.0
5487,level_b,2017-10-20,2017-10-19,NY,US,1980.0,FINANCE MANAGER,2.0,2.0,5.0,25,2.0,FINANCE,1,41.0,1.0,1225.0
5489,level_c,2015-10-09,2015-10-09,NY,US,1987.0,INSURANCE,2.0,2.0,6.0,218,2.0,INSURANCE,1,34.0,0.0,1967.0
5491,level_c,2017-06-28,2017-06-22,MN,US,1951.0,WEBDESIGN,5.0,2.0,6.0,161,5.0,TECH,1,70.0,6.0,1339.0
5493,level_b,2017-06-07,2017-05-30,NY,US,1985.0,SOFTWARE ENGINEER,1.0,1.0,2.0,13,1.0,TECH,1,36.0,8.0,1360.0
5495,level_d,2017-08-06,2017-08-05,GA,US,1992.0,CPA,2.0,3.0,24.0,115,4.0,FINANCE,1,29.0,1.0,1300.0
5497,level_b,2018-01-15,2018-01-07,IL,US,1980.0,SELF EMPLOYED,3.0,3.0,10.0,193,1.0,SELF,1,41.0,8.0,1138.0
5499,level_b,2017-06-01,2017-05-25,AR,US,1960.0,RETIRED,1.0,2.0,6.0,85,4.0,RETIRED,1,61.0,7.0,1366.0
5501,level_b,2018-07-27,2018-07-27,CA,US,1980.0,SELF EMPLOYED,3.0,2.0,9.0,85,2.0,SELF,1,41.0,0.0,945.0
5503,level_b,2017-06-08,2017-06-01,NV,US,1969.0,COMPUTER PROGRAMMER,2.0,2.0,24.0,45,2.0,TECH,1,52.0,7.0,1359.0
5505,level_b,2016-10-21,2016-10-19,IL,US,1975.0,RN,4.0,4.0,9.0,596,5.0,MEDICINE,1,46.0,2.0,1589.0
5507,level_a,,2017-12-19,NON US,ZA,,NAN,1.0,1.0,1.0,1,3.0,MISSING,1,,,
5509,level_b,2017-10-23,2017-10-22,WA,US,1980.0,SOFTWARE ENGINEER,2.0,2.0,3.0,58,2.0,TECH,1,41.0,1.0,1222.0
5511,level_c,2015-11-08,2015-11-07,CA,US,1972.0,ARGENTINE LAWYER ATTORNEY,1.0,1.0,2.0,105,10.0,LAW,1,49.0,1.0,1937.0
5513,level_d,2016-06-13,2016-06-13,NY,US,1984.0,COMPUTER PROGRAMMER,6.0,3.0,14.0,97,2.0,TECH,1,37.0,0.0,1719.0
5515,level_a,,2017-09-16,NAN,NAN,,NAN,,,,1,4.0,MISSING,1,,,
5517,level_b,2017-06-28,2017-06-23,SC,US,1989.0,ENGINEER,3.0,5.0,21.0,165,2.0,TECH,1,32.0,5.0,1339.0
5519,level_c,2017-08-17,2017-08-13,IL,US,1976.0,ENGINEER,5.0,4.0,20.0,350,1.0,TECH,1,45.0,4.0,1289.0
5521,level_d,2017-07-14,2017-07-09,AL,US,1981.0,SELF EMPLOYED,4.0,3.0,8.0,42,7.0,SELF,1,40.0,5.0,1323.0
3013,level_c,2018-02-14,2018-02-14,NON US,SG,1969.0,BUSINESSMANDIRECTOR,1.0,3.0,4.0,7,2.0,EXECUTIVE,1,52.0,0.0,1108.0
5525,level_b,2017-03-14,2017-02-10,CA,US,1988.0,SOFTWARE ENGINEER,1.0,1.0,2.0,34,1.0,TECH,1,33.0,32.0,1445.0
5527,level_b,2017-10-11,2017-10-11,CA,US,1970.0,SOFTWARE ENGINEER,2.0,4.0,18.0,48,2.0,TECH,1,51.0,0.0,1234.0
5529,level_c,2018-01-05,2018-01-05,SO PAULO,BR,1969.0,FUND MANAGER,1.0,1.0,5.0,30,3.0,MANAGER,1,52.0,0.0,1148.0
5531,level_a,,2016-05-20,NAN,NAN,,NAN,,,,1,5.0,MISSING,1,,,
5533,level_d,2017-05-11,2015-12-11,TX,US,1970.0,OIL FIELD SERVICES,1.0,1.0,10.0,141,1.0,OTHER,1,51.0,517.0,1387.0
5535,level_d,2015-10-09,2015-10-09,CA,US,1968.0,CHIEF TECHNOLOGY OFFICER,1.0,1.0,1.0,27,1.0,TECH,1,53.0,0.0,1967.0
5537,level_b,2017-09-28,2017-09-27,TX,US,1995.0,STUDENT,4.0,2.0,20.0,55,1.0,STUDENT,1,26.0,1.0,1247.0
5539,level_d,2016-03-28,2016-03-12,CO,US,1986.0,RESEARCHER,2.0,1.0,9.0,300,2.0,RESEARCHER,1,35.0,16.0,1796.0
