level,STATE_CODE,COUNTRY_CODE,BROWSER_COUNT,OS_COUNT,TOTAL_DEVICES,SESSION_COUNT,COUNT_BANKS,OCCUPATION_GROUP,age,days_to_verify,days_since_creation,exposure_count,SENT_INDIRECT_EXPOSURE_SUM,SENT_DIRECT_EXPOSURE_SUM,RECEIVED_INDIRECT_EXPOSURE_SUM,RECEIVED_DIRECT_EXPOSURE_SUM,cluster_category_count,cluster_name_count,cluster_category_category_1,cluster_category_category_2,cluster_category_category_3,cluster_category_category_4,cluster_category_category_5,cluster_category_category_6,cluster_category_category_7,cluster_category_category_8,cluster_category_category_9,cluster_category_category_10,cluster_category_category_11,cluster_category_category_12,cluster_category_category_13,cluster_category_category_14,cluster_category_category_15,SENT_INDIRECT_EXPOSURE_AVG,SENT_DIRECT_EXPOSURE_AVG,RECEIVED_INDIRECT_EXPOSURE_AVG,RECEIVED_DIRECT_EXPOSURE_AVG,AMOUNT_nunique_type_1,AMOUNT_nunique_type_2,AMOUNT_nunique_type_3,AMOUNT_nunique_type_4,AMOUNT_nunique_type_5,AMOUNT_sum_type_1,AMOUNT_sum_type_2,AMOUNT_sum_type_3,AMOUNT_sum_type_4,AMOUNT_sum_type_5,CURRENCY_nunique_type_1,CURRENCY_nunique_type_2,CURRENCY_nunique_type_3,CURRENCY_nunique_type_4,CURRENCY_nunique_type_5
level_d,NY,US,2.0,1.0,2.0,86,1.0,OTHER,33.0,0.0,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CT,US,1.0,1.0,2.0,44,5.0,MEDICINE,53.0,18.0,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,FL,US,4.0,4.0,66.0,1946,3.0,SELF,53.0,1.0,1463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,69.0,,,,,1.0,,,
level_b,NY,US,,,,34,2.0,STUDENT,37.0,0.0,1943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CA,US,3.0,2.0,9.0,192,8.0,EXECUTIVE,51.0,7.0,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,ON,CA,1.0,1.0,4.0,14,2.0,MISSING,44.0,3.0,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CA,US,1.0,1.0,1.0,45,2.0,MISSING,36.0,0.0,1402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NY,US,6.0,4.0,18.0,191,3.0,SALES,45.0,4.0,1383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,NON US,SG,4.0,3.0,7.0,153,4.0,EXECUTIVE,49.0,0.0,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,NON US,SG,2.0,3.0,4.0,30,1.0,FINANCE,38.0,9.0,1163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NY,US,3.0,2.0,14.0,216,1.0,TECH,35.0,4.0,1712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1000.0,1.5,500.0,,,1.0,1.0,1.0,,
level_b,CA,US,7.0,4.0,49.0,113,3.0,INVESTOR,28.0,0.0,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,VA,US,4.0,5.0,13.0,152,1.0,MANAGER,44.0,1.0,1254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,24.071012,85000.0,,,,1.0,1.0,,
level_d,NON US,GB,3.0,2.0,9.0,123,5.0,OTHER,43.0,413.0,1338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.695415,,,,,1.0,,
level_c,AL,US,1.0,1.0,3.0,165,7.0,EXECUTIVE,34.0,49.0,1085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,2.0,3.0,9.0,38,1.0,SELF,64.0,35.0,1129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NON US,GB,4.0,3.0,10.0,122,2.0,MEDICINE,49.0,2.0,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,1.0,,
level_b,CA,US,2.0,2.0,5.0,91,4.0,OTHER,50.0,0.0,1076.0,3.0,545409.39,512260.62,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181803.13,170753.54,0.0,0.0,,,,,,,,,,,,,,,
level_c,WA,US,3.0,3.0,14.0,273,2.0,EXECUTIVE,32.0,5.0,1270.0,33.0,7755.72,7716.89,241066.62,192840.29,7.0,32.0,20.0,1.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,235.0218181818182,233.8451515151515,7305.04909090909,5843.645151515151,,,,,,,,,,,,,,,
level_a,NAN,NAN,1.0,1.0,1.0,1,4.0,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,4.000358,31712.0,4.000358,,,1.0,1.0,1.0,,
level_b,NY,US,2.0,1.0,2.0,23,2.0,TECH,35.0,12.0,1428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,NON US,GB,3.0,2.0,4.0,113,2.0,OTHER,37.0,6.0,1347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.879171,,,,,1.0,,,
level_b,NY,US,2.0,3.0,13.0,34,4.0,FINANCE,31.0,1.0,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NY,US,5.0,6.0,15.0,361,2.0,OTHER,35.0,48.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1000.0,,,,,1.0,,
level_d,NON US,SG,3.0,2.0,6.0,57,2.0,EXECUTIVE,39.0,49.0,1086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NY,US,3.0,1.0,8.0,155,4.0,TECH,43.0,13.0,1702.0,31.0,63443.32000000001,50147.83,33363.490000000005,33363.490000000005,5.0,31.0,25.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2046.5587096774195,1617.671935483871,1076.241612903226,1076.241612903226,,,,,,,,,,,,,,,
level_d,NON US,SG,2.0,4.0,13.0,295,18.0,SELF,31.0,6.0,1267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,75.0,,,,,1.0,,
level_d,MD,US,4.0,4.0,7.0,102,1.0,MANAGER,68.0,11.0,1328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,,,2000.0,42.4,25500.0,,,1.0,2.0,1.0,,
level_c,CO,US,1.0,1.0,3.0,356,6.0,OTHER,38.0,48.0,1317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,4.0,,,2500.0,18.485503,36100.0,,,1.0,2.0,1.0,,
level_b,IL,US,1.0,2.0,3.0,141,2.0,SALES,38.0,3.0,1210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,,,1000.0,106.934075,36000.0,,,1.0,2.0,1.0,,
level_b,NJ,US,1.0,2.0,2.0,34,6.0,MISSING,45.0,0.0,1487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,IL,US,2.0,3.0,6.0,76,2.0,TECH,45.0,2.0,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,NY,US,7.0,4.0,31.0,293,12.0,MANAGER,44.0,163.0,1676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.399781,1850.0,,,,1.0,1.0,,
level_d,CA,US,3.0,4.0,22.0,205,2.0,BUSINESS,33.0,11.0,1378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,MD,US,2.0,3.0,6.0,77,5.0,MANAGER,47.0,21.0,1638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,750.0,,,,,1.0,,,
level_b,NY,US,1.0,1.0,6.0,186,3.0,SELF,36.0,0.0,1666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NON US,SG,2.0,3.0,36.0,108,5.0,MANAGER,36.0,16.0,1137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,HONG KONG,HK,1.0,1.0,5.0,88,3.0,BUSINESS,34.0,3.0,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,75.340331,78.4,,,,1.0,1.0,,
level_b,CA,US,4.0,3.0,11.0,120,3.0,CONSULTANT,41.0,1.0,1452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NY,US,3.0,5.0,12.0,144,7.0,EXECUTIVE,42.0,8.0,1358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,2.0,4.0,12.0,728,1.0,TECH,41.0,0.0,1226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,500.0,0.407,1000.0,,,1.0,1.0,1.0,,
level_d,NON US,SG,3.0,4.0,9.0,267,7.0,EXECUTIVE,51.0,2.0,1281.0,4.0,90411.0,67527.25,32096.36,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22602.75,16881.8125,8024.09,0.0,,,,,,,,,,,,,,,
level_d,NON US,SG,2.0,2.0,17.0,296,4.0,TECH,32.0,5.0,1347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CA,US,2.0,2.0,3.0,73,5.0,EXECUTIVE,46.0,6.0,1319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NY,US,2.0,1.0,26.0,80,1.0,STUDENT,32.0,123.0,1235.0,16.0,73964.45999999999,0.0,119454.61999999998,20579.2,3.0,16.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4622.77875,0.0,7465.913749999999,1286.2,,,,,,,,,,,,,,,
level_b,TX,US,3.0,3.0,19.0,454,3.0,MANAGER,48.0,583.0,1388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,,1000.1,0.7108,5.1,,,2.0,1.0,1.0,,
level_b,NJ,US,1.0,3.0,3.0,59,2.0,LAW,59.0,44.0,1277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1000.0,0.56623,,,,1.0,1.0,,,
level_b,CA,US,1.0,2.0,10.0,495,3.0,SELF,28.0,0.0,1167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,LA,US,3.0,2.0,10.0,69,1.0,SELF,39.0,5.0,1354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_f,ON,CA,2.0,2.0,2.0,3,2.0,OTHER,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,FL,US,5.0,3.0,5.0,17,1.0,RETIRED,74.0,34.0,1121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,NY,US,1.0,1.0,3.0,285,1.0,TECH,27.0,3.0,1726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,90000.0,,,,,1.0,,,
level_b,PA,US,1.0,2.0,6.0,37,2.0,TRADER,27.0,19.0,1143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NJ,US,2.0,3.0,8.0,38,1.0,EXECUTIVE,31.0,3.0,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,40000.0,,,,,1.0,,
level_d,CA,US,2.0,1.0,12.0,148,4.0,MEDICINE,26.0,20.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NJ,US,2.0,2.0,4.0,250,16.0,BUSINESS,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,2.0,2.0,14.0,98,1.0,TECH,34.0,0.0,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,IL,US,4.0,3.0,33.0,228,7.0,TECH,44.0,3.0,1449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,13.8516,,,,,1.0,,,
level_b,NY,US,3.0,2.0,10.0,76,1.0,TECH,38.0,331.0,1607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,0.503426,44500.0,29.503426,,,1.0,1.0,1.0,,
level_b,NJ,US,,,,86,,OTHER,33.0,18.0,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,TX,US,1.0,1.0,7.0,97,9.0,RETIRED,66.0,85.0,1030.0,12.0,4841.18,4841.18,150923.28,15630.46,3.0,12.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.4316666666667,403.4316666666667,12576.94,1302.5383333333332,,,,,,,,,,,,,,,
level_b,NY,US,3.0,2.0,5.0,109,3.0,OTHER,57.0,4.0,1369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,2.057045,8587.2,2.057045,,,1.0,1.0,1.0,,
level_b,FL,US,2.0,3.0,56.0,387,13.0,TECH,47.0,42.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CO,US,1.0,2.0,4.0,40,2.0,TECH,47.0,28.0,1185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,100000.0,,,,,1.0,,
level_b,WA,US,3.0,3.0,6.0,416,2.0,OTHER,49.0,3.0,1186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NV,US,3.0,2.0,10.0,49,3.0,INVESTOR,44.0,35.0,1125.0,49.0,17337.8,0.0,153163.13,21886.78,8.0,49.0,29.0,4.0,2.0,5.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,353.83265306122445,0.0,3125.7781632653064,446.6689795918367,,,,,,,,,,,,,,,
level_d,NON US,SG,3.0,2.0,4.0,12,2.0,OTHER,32.0,2.0,1009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NY,US,5.0,4.0,14.0,275,7.0,TECH,35.0,0.0,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,GA,US,4.0,4.0,23.0,239,4.0,TECH,44.0,3.0,1353.0,29.0,264903.33,0.0,594789.1900000001,0.0,6.0,29.0,21.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9134.597586206895,0.0,20509.97206896552,0.0,1.0,,,,,500.0,,,,,1.0,,,,
level_d,NM,US,1.0,1.0,1.0,396,4.0,TECH,35.0,0.0,1964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,TX,US,3.0,1.0,7.0,35,2.0,RETIRED,37.0,2.0,1174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CA,US,4.0,4.0,81.0,225,1.0,RETIRED,66.0,4.0,1383.0,53.0,109368.56999999998,47293.03,224186.95,104279.12,9.0,53.0,37.0,3.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2063.5579245283016,892.3213207547169,4229.942452830188,1967.530566037736,,3.0,,,,,2.39,,,,,1.0,,,
